companyName,productName,region,country,city,tier,categories,sourceType,sourceQuery,sourceUrl,capturedAt,evidenceSummary,confidence,privacyFlag,evidenceStrength,discoveryRound,seeded
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552682820260512101411807,2026-05-14,NMPA UDI 06946725526828; GS1; A-XT-10W(12),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552683520260512101630984,2026-05-14,NMPA UDI 06946725526835; GS1; A-XT-11W(13),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552684220260512103651296,2026-05-14,NMPA UDI 06946725526842; GS1; A-XT-12W(1),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552685920260512104127313,2026-05-14,NMPA UDI 06946725526859; GS1; A-XT-12W(2),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552686620260512104637517,2026-05-14,NMPA UDI 06946725526866; GS1; A-XT-12W(3),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552687320260512105256594,2026-05-14,NMPA UDI 06946725526873; GS1; A-XT-12W(4),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552688020260512105637865,2026-05-14,NMPA UDI 06946725526880; GS1; A-XT-12W(5),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552689720260512105745637,2026-05-14,NMPA UDI 06946725526897; GS1; A-XT-12W(7),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672556839220260512110218955,2026-05-14,NMPA UDI 06946725568392; GS1; A-XT-02D(9),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552352020260512110325970,2026-05-14,NMPA UDI 06946725523520; GS1; A-XT-02D(10),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552354420260512110458730,2026-05-14,NMPA UDI 06946725523544; GS1; A-XT-03D(8),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552355120260512110710909,2026-05-14,NMPA UDI 06946725523551; GS1; A-XT-04D(1),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552356820260512110756302,2026-05-14,NMPA UDI 06946725523568; GS1; A-XT-04D(2),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552357520260512110908603,2026-05-14,NMPA UDI 06946725523575; GS1; A-XT-04D(3),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,血压袖套,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,血压,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672552358220260512111552214,2026-05-14,NMPA UDI 06946725523582; GS1; A-XT-04D(4),0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672553729920260513090518523,2026-05-14,NMPA UDI 06946725537299; GS1; A1003-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672553730520260513090603248,2026-05-14,NMPA UDI 06946725537305; GS1; A4017-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672553748020260513092714089,2026-05-14,NMPA UDI 06946725537480; GS1; A1020-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672553749720260513092756596,2026-05-14,NMPA UDI 06946725537497; GS1; A2020-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550985220260513093325229,2026-05-14,NMPA UDI 06946725509852; GS1; A2020-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550986920260513093427648,2026-05-14,NMPA UDI 06946725509869; GS1; A3020-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550987620260513093552701,2026-05-14,NMPA UDI 06946725509876; GS1; A3020-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672553811120260513093846450,2026-05-14,NMPA UDI 06946725538111; GS1; A1003-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672553831920260513094049938,2026-05-14,NMPA UDI 06946725538319; GS1; A2012-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672554033620260513094228021,2026-05-14,NMPA UDI 06946725540336; GS1; A2008-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672554571320260513094256388,2026-05-14,NMPA UDI 06946725545713; GS1; A2029-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672554620820260513094601594,2026-05-14,NMPA UDI 06946725546208; GS1; A3016-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550995120260513094921154,2026-05-14,NMPA UDI 06946725509951; GS1; A3010-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550996820260513095058885,2026-05-14,NMPA UDI 06946725509968; GS1; A3010-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550997520260513095312262,2026-05-14,NMPA UDI 06946725509975; GS1; A2010-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550998220260513095407504,2026-05-14,NMPA UDI 06946725509982; GS1; A2010-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550999920260513095451414,2026-05-14,NMPA UDI 06946725509999; GS1; A1006-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551000120260513095524508,2026-05-14,NMPA UDI 06946725510001; GS1; A1006-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551001820260513095553848,2026-05-14,NMPA UDI 06946725510018; GS1; A3030-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551003220260513095622318,2026-05-14,NMPA UDI 06946725510032; GS1; A2015-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551004920260513095647360,2026-05-14,NMPA UDI 06946725510049; GS1; A1024-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551005620260513095706049,2026-05-14,NMPA UDI 06946725510056; GS1; A1024-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551006320260513095732230,2026-05-14,NMPA UDI 06946725510063; GS1; A1027-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550915920260513100932530,2026-05-14,NMPA UDI 06946725509159; GS1; A1017-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672550916620260513101132879,2026-05-14,NMPA UDI 06946725509166; GS1; A1017-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551014820260513101158758,2026-05-14,NMPA UDI 06946725510148; GS1; A1001-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551041420260513101230625,2026-05-14,NMPA UDI 06946725510414; GS1; A1010-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551042120260513101251518,2026-05-14,NMPA UDI 06946725510421; GS1; A1010-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551043820260513101323343,2026-05-14,NMPA UDI 06946725510438; GS1; A2006-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551044520260513101551580,2026-05-14,NMPA UDI 06946725510445; GS1; A2006-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551045220260513101759867,2026-05-14,NMPA UDI 06946725510452; GS1; A1009-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551046920260513101852551,2026-05-14,NMPA UDI 06946725510469; GS1; A1009-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551047620260513102947307,2026-05-14,NMPA UDI 06946725510476; GS1; A2009-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551048320260513103015237,2026-05-14,NMPA UDI 06946725510483; GS1; A2009-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551049020260513103042228,2026-05-14,NMPA UDI 06946725510490; GS1; A3009-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551050620260513103200170,2026-05-14,NMPA UDI 06946725510506; GS1; A3009-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551051320260513103226040,2026-05-14,NMPA UDI 06946725510513; GS1; A1011-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551052020260513103322733,2026-05-14,NMPA UDI 06946725510520; GS1; A1011-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551053720260513103351213,2026-05-14,NMPA UDI 06946725510537; GS1; A2011-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551054420260513103417657,2026-05-14,NMPA UDI 06946725510544; GS1; A2011-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551055120260513103453135,2026-05-14,NMPA UDI 06946725510551; GS1; A3011-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551056820260513103636151,2026-05-14,NMPA UDI 06946725510568; GS1; A3011-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551057520260513103659910,2026-05-14,NMPA UDI 06946725510575; GS1; A1016-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551058220260513103723835,2026-05-14,NMPA UDI 06946725510582; GS1; A1016-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551059920260513103751384,2026-05-14,NMPA UDI 06946725510599; GS1; A2016-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551060520260513103819562,2026-05-14,NMPA UDI 06946725510605; GS1; A2016-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551061220260513103840172,2026-05-14,NMPA UDI 06946725510612; GS1; A3017-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551062920260513103859133,2026-05-14,NMPA UDI 06946725510629; GS1; A3017-EE1,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551063620260513103931255,2026-05-14,NMPA UDI 06946725510636; GS1; A1018-EE0,0.84,company_product_public,strong_official_product,round1,no
深圳市安普康科技有限公司,心电导联线,China,CN,深圳,A,remote_patient_monitoring,nmpa_udi,心电,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694672551064320260513103955778,2026-05-14,NMPA UDI 06946725510643; GS1; A2018-EE0,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953104520250828052918072,2026-05-14,NMPA UDI 06974529531045; GS1; HS-Meta Lite,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953203520260106060637132,2026-05-14,NMPA UDI 06974529532035; GS1; 华思 S100,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953801320240724094208253,2026-05-14,NMPA UDI 06974529538013; GS1; HS01,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953802020240724105957364,2026-05-14,NMPA UDI 06974529538020; GS1; HS10,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953803720240724110714879,2026-05-14,NMPA UDI 06974529538037; GS1; HS20,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953804420240724111701364,2026-05-14,NMPA UDI 06974529538044; GS1; H10,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953805120240724112002618,2026-05-14,NMPA UDI 06974529538051; GS1; H11,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953806820240724112507997,2026-05-14,NMPA UDI 06974529538068; GS1; H20,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953807520240724112759660,2026-05-14,NMPA UDI 06974529538075; GS1; H21,0.84,company_product_public,strong_official_product,round1,no
卓越星河健康管理（南京）有限公司,牙周用透明质酸溶液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=b3f48fe79015490d99c46888a74af1fc,2026-05-14,NMPA UDI 08033087660029; GS1; GENGIGEL MOUTHRINSE 150ml,0.84,company_product_public,strong_official_product,round1,no
卓越星河健康管理（南京）有限公司,牙周用透明质酸凝胶,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=f2e611e507d74fe69f35c0dca18622b4,2026-05-14,NMPA UDI 08033087660012; GS1; Gengigel Gel 20ml,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953207320251103030218867,2026-05-14,NMPA UDI 06974529532073; GS1; 华思 S100,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953217220251102082336739,2026-05-14,NMPA UDI 06974529532172; GS1; 华思 S200,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953103820250707032157203,2026-05-14,NMPA UDI 06974529531038; GS1; HS-CPET-X7,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,心肺数据管理软件,China,CN,,A,samd; health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953602620241218023219173,2026-05-14,NMPA UDI 06974529536026; GS1; SEMA-CN,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,单导联动态心电记录仪,China,CN,,A,remote_patient_monitoring; health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953302520241218013534343,2026-05-14,NMPA UDI 06974529533025; GS1; ECG-1,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953102120241115114235894,2026-05-14,NMPA UDI 06974529531021; GS1; HS-MetaX,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,运动心肺/代谢测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953101420241115113723770,2026-05-14,NMPA UDI 06974529531014; GS1; HS-CPET-X6,0.84,company_product_public,strong_official_product,round1,no
 江西维德医疗健康管理有限公司,医用防护口罩,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06970360996036202404121206310,2026-05-14,NMPA UDI 06970360996036; GS1; Ⅱ型 蝶形耳挂式（不带鼻垫），规格：12.8cm×13.5cm,0.84,company_product_public,strong_official_product,round1,no
 江西维德医疗健康管理有限公司,一次性医用防护服,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06970360995510202404121206390,2026-05-14,NMPA UDI 06970360995510; GS1; 规格：180（XXL）,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,心电网络数据管理软件,China,CN,,A,samd; remote_patient_monitoring; health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953305620230828120148244,2026-05-14,NMPA UDI 06974529533056; GS1; SEMA-E,0.84,company_product_public,strong_official_product,round1,no
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953201120230412101919315,2026-05-14,NMPA UDI 06974529532011; GS1; 华思 S100,0.84,company_product_public,strong_official_product,round1,no
济民健康管理股份有限公司,血液透析浓缩液,China,CN,,A,health_management_platform,nmpa_udi,健康管理,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1f088f9d-ff2a-495e-b20b-6004c2213d40,2026-05-14,NMPA UDI 06972137490235; GS1; JM201402B(12L),0.84,company_product_public,strong_official_product,round1,no
